"","prop_15","prop_16","age","gender","race","race4","race5","hispanic","educ","income3","ca_region","ca_county","pid3","pid7","elec_int_state","covid_response"
"1566",1,1,61,2,1,1,1,2,6,3,1,56,1,1,1,2
"1567",1,1,53,1,2,2,2,2,2,2,4,19,2,6,1,3
"1568",NA,NA,51,2,3,3,3,1,3,2,2,29,3,5,2,3
"1569",2,3,73,2,7,4,5,2,4,2,1,44,5,8,4,3
"1570",1,1,27,2,1,1,1,2,5,2,1,40,4,3,1,3
"1571",1,1,25,2,3,3,3,1,2,1,4,19,1,1,1,1
"1572",2,2,59,1,1,1,1,2,5,3,1,48,3,5,2,1
"1573",NA,NA,21,2,1,1,1,2,3,1,2,50,1,1,2,NA
"1574",1,2,65,2,1,1,1,2,3,1,2,10,3,4,3,3
"1575",1,1,34,2,3,3,3,1,4,1,4,19,1,1,1,1
"1576",1,2,57,2,1,1,1,2,2,1,5,30,3,4,2,2
"1577",2,2,72,2,3,3,3,1,3,4,2,34,1,1,2,1
"1578",1,1,32,2,3,3,3,1,2,1,5,33,1,1,1,1
"1579",1,2,58,1,1,1,1,2,3,2,4,19,3,3,1,1
"1580",1,1,36,1,3,3,3,1,3,1,5,37,1,1,1,1
"1581",NA,NA,70,2,1,1,1,2,2,1,1,17,3,5,1,1
"1582",2,2,56,2,4,4,4,2,5,3,5,30,2,7,3,2
"1583",2,2,21,1,4,4,4,1,5,4,3,7,4,4,2,2
"1584",1,1,48,1,1,1,1,2,1,1,4,19,1,1,1,3
"1585",1,2,21,2,1,1,1,2,3,4,2,39,3,5,2,1
"1586",1,1,45,2,1,1,1,2,6,3,3,43,3,3,1,1
"1587",1,3,66,2,2,2,2,2,5,2,1,48,1,2,1,2
"1588",2,2,48,1,6,4,5,1,3,3,4,19,3,3,1,1
"1589",2,1,65,1,4,4,4,2,3,4,5,36,3,3,2,3
"1590",2,2,32,1,1,1,1,2,2,1,4,19,3,3,1,1
"1591",1,2,30,1,1,1,1,2,6,3,3,38,1,2,1,1
"1592",1,1,60,2,1,1,1,2,4,1,4,19,1,1,1,1
"1593",2,2,62,1,1,1,1,2,2,3,1,48,2,7,2,2
"1594",1,1,40,1,1,1,1,2,6,3,3,41,1,1,1,1
"1595",1,1,61,1,1,1,1,2,3,2,5,33,1,1,1,1
"1596",2,2,55,2,1,1,1,2,4,1,5,33,3,5,2,2
"1597",1,2,81,2,1,1,1,2,3,2,1,42,3,4,2,3
"1598",1,1,64,1,1,1,1,2,6,3,1,28,1,1,1,1
"1599",1,2,42,2,1,1,1,2,5,3,3,1,1,2,1,1
"1600",2,2,43,2,3,3,3,1,3,2,4,19,2,6,2,1
"1601",1,1,30,1,1,1,1,2,5,2,2,5,2,7,1,1
"1602",2,2,50,1,1,1,1,2,3,3,5,30,2,7,4,2
"1603",1,1,59,1,4,4,4,2,5,1,3,38,1,1,1,1
"1604",1,1,26,2,3,3,3,1,5,2,4,19,1,2,1,3
"1605",2,2,49,1,1,1,1,2,6,3,1,42,2,6,4,2
"1606",2,1,59,2,2,2,2,2,3,1,2,34,1,2,1,1
"1607",1,2,30,1,1,1,1,2,5,2,2,5,1,1,2,1
"1608",2,2,53,1,1,1,1,2,6,3,3,1,3,4,1,3
"1609",2,2,57,2,3,3,3,1,2,2,3,43,1,1,1,1
"1610",1,1,63,1,1,1,1,2,5,2,3,43,1,1,1,1
"1611",1,2,35,2,3,3,3,1,5,4,3,7,1,1,1,1
"1612",NA,NA,43,2,1,1,1,2,2,2,2,34,5,8,3,2
"1613",3,3,49,2,4,4,4,2,5,2,1,27,3,4,2,1
"1614",2,2,69,1,1,1,1,2,4,3,2,10,3,4,4,2
"1615",2,2,39,2,3,3,3,1,6,2,2,50,3,5,4,3
"1616",1,1,55,1,4,4,4,2,5,1,3,38,1,1,1,1
"1617",2,2,23,1,1,1,1,2,4,4,5,30,3,8,2,2
"1618",2,2,51,2,3,3,3,1,3,3,4,19,2,7,4,2
"1619",2,2,61,2,1,1,1,2,6,3,2,52,2,7,4,2
"1620",1,1,30,1,1,1,1,2,5,3,2,5,1,1,3,2
"1621",1,1,46,2,1,1,1,2,6,3,2,34,1,2,1,1
"1622",1,1,24,1,7,4,5,2,2,1,2,34,3,4,1,1
"1623",NA,NA,28,2,4,4,4,2,5,1,3,1,5,4,1,2
"1624",1,1,27,2,1,1,1,2,6,1,1,56,3,3,2,1
"1625",2,2,32,2,1,1,1,2,3,NA,2,34,2,7,3,2
"1626",1,2,24,1,3,3,3,1,3,2,4,19,3,3,2,1
"1627",2,1,65,2,4,4,4,2,3,3,5,30,2,7,2,1
"1628",2,1,56,2,4,4,4,2,3,2,3,7,3,4,2,1
"1629",1,2,61,1,1,1,1,2,5,3,1,42,1,2,1,1
"1630",2,1,43,2,2,2,2,2,5,2,4,19,1,1,1,1
"1631",2,2,57,1,5,4,5,2,5,2,2,10,2,7,2,2
"1632",1,1,39,1,1,1,1,2,3,2,2,39,1,1,1,1
"1633",2,2,59,2,1,1,1,2,3,4,2,31,1,2,1,3
"1634",1,2,66,2,1,1,1,2,3,1,1,56,4,4,1,1
"1635",1,1,48,2,1,1,1,2,6,3,2,15,1,1,1,1
"1636",2,1,59,1,1,1,1,2,3,4,2,31,1,1,1,1
"1637",2,2,44,2,4,4,4,2,5,2,4,19,2,6,1,1
"1638",1,1,57,2,1,1,1,2,4,1,4,19,1,1,1,1
"1639",2,2,50,2,1,1,1,2,5,2,2,39,3,5,4,2
"1640",1,1,66,1,4,4,4,2,4,3,2,34,1,1,1,1
"1641",1,1,47,1,1,1,1,2,5,2,2,54,1,1,1,3
"1642",2,2,35,1,7,4,5,2,5,3,3,1,3,4,1,3
"1643",3,3,38,2,4,4,4,2,3,1,3,1,1,1,1,2
"1644",3,3,38,1,3,3,3,1,2,1,5,37,1,1,1,1
"1645",1,1,59,1,1,1,1,2,4,2,5,36,3,4,1,1
"1646",1,2,63,1,1,1,1,2,5,3,1,40,3,5,1,1
"1647",1,1,50,2,1,1,1,2,6,3,3,38,1,1,1,1
"1648",2,2,62,1,1,1,1,2,5,1,1,27,2,7,2,2
"1649",3,3,22,1,1,1,1,2,3,1,2,34,1,1,1,3
"1650",1,1,66,2,3,3,3,1,6,3,3,1,1,1,1,1
"1651",1,2,61,2,2,2,2,2,3,1,5,37,1,1,2,3
"1652",1,2,63,1,1,1,1,2,6,1,3,38,1,1,2,1
"1653",3,3,25,1,2,2,2,2,5,1,3,43,3,3,2,2
"1654",2,1,65,1,3,3,3,1,2,1,2,24,1,1,1,1
"1655",1,1,65,2,4,4,4,2,6,3,2,39,1,2,1,3
"1656",2,1,80,2,1,1,1,2,2,1,1,56,1,2,1,1
"1657",2,1,58,2,3,3,3,1,5,3,3,41,3,4,1,2
"1658",2,2,32,2,4,4,4,2,2,1,2,39,2,7,3,1
"1659",2,NA,73,1,1,1,1,2,3,1,2,39,3,4,1,1
"1660",1,2,58,2,4,4,4,2,3,2,5,30,1,1,1,1
"1661",2,2,62,1,1,1,1,2,4,2,3,1,1,2,5,1
"1662",1,3,27,2,4,4,4,2,3,2,3,1,1,2,2,2
"1663",2,2,30,1,1,1,1,1,5,2,2,5,2,7,4,2
"1664",1,1,59,2,1,1,1,2,6,3,3,41,1,1,1,1
"1665",1,2,62,1,1,1,1,2,3,3,5,33,2,7,4,2
"1666",1,1,24,2,1,1,1,2,3,1,3,1,4,3,1,1
"1667",1,1,51,2,1,1,1,2,6,3,2,3,3,3,1,1
"1668",1,3,64,1,3,3,3,1,2,NA,5,36,1,1,1,1
"1669",1,1,67,1,2,2,2,2,5,2,3,1,1,1,1,1
"1670",2,2,44,2,1,1,1,2,3,3,5,37,3,4,1,1
"1671",2,2,71,2,1,1,1,2,2,1,3,1,2,7,4,2
"1672",2,2,54,1,3,3,3,1,3,3,3,43,1,2,3,2
"1673",1,2,76,2,1,1,1,2,4,3,3,7,1,1,1,1
"1674",2,1,56,1,1,1,1,2,2,1,2,29,1,1,1,3
"1675",1,2,28,1,1,1,1,2,2,2,5,30,1,1,1,1
"1676",1,1,59,2,1,1,1,2,2,2,5,33,1,1,1,3
"1677",1,1,25,1,1,1,1,2,1,2,5,37,1,1,3,1
"1678",2,2,59,2,1,1,1,2,5,2,2,55,3,3,1,3
"1679",1,2,71,2,4,4,4,2,5,3,3,38,1,2,2,1
"1680",1,1,49,1,3,3,3,1,4,3,3,38,1,1,1,1
"1681",1,1,18,2,2,2,2,2,4,1,2,34,3,5,2,2
"1682",1,1,35,2,4,4,4,2,6,2,3,38,3,3,2,1
"1683",3,1,22,2,3,3,3,1,4,1,4,19,1,1,1,3
"1684",2,2,84,2,1,1,1,2,2,3,3,7,1,1,1,NA
"1685",2,2,64,1,1,1,1,2,5,3,2,10,2,7,2,3
"1686",1,1,53,1,1,1,1,2,5,3,3,38,3,4,1,1
"1687",2,2,34,2,1,1,1,2,5,3,2,10,2,7,4,2
"1688",2,2,44,2,1,1,1,2,3,1,4,19,2,6,4,3
"1689",2,2,21,1,3,3,3,1,3,1,5,30,5,3,1,1
"1690",1,2,26,2,4,4,4,2,6,4,3,43,1,2,1,1
"1691",2,2,68,2,3,3,3,1,3,1,2,34,1,2,1,1
"1692",2,2,64,1,3,3,3,1,3,1,4,19,1,1,1,1
"1693",1,1,44,1,3,3,3,1,3,4,2,29,1,1,NA,1
"1694",NA,NA,23,2,6,4,5,1,6,4,2,15,5,8,5,3
"1695",1,1,24,2,3,3,3,1,2,1,4,19,3,3,1,2
"1696",1,1,61,1,1,1,1,2,4,1,4,19,1,1,1,1
"1697",2,1,65,2,1,1,1,2,1,1,2,16,1,2,2,3
"1698",1,2,83,2,1,1,1,2,3,1,2,31,1,1,2,3
"1699",2,1,61,1,4,4,4,2,6,3,3,43,1,2,1,1
"1700",1,1,36,2,1,1,1,2,5,3,3,43,2,6,1,2
"1701",3,3,54,2,1,1,1,2,5,4,3,41,3,5,2,1
"1702",1,2,23,1,4,4,4,2,5,1,4,19,1,2,2,2
"1703",2,2,68,1,2,2,2,2,4,3,2,39,1,1,2,1
"1704",1,1,23,2,1,1,1,2,2,3,2,34,1,2,1,1
"1705",2,2,49,2,3,3,3,1,3,1,4,19,1,1,1,1
"1706",1,2,50,2,1,1,1,2,2,2,1,27,3,4,1,2
"1707",2,2,40,1,3,3,3,1,6,3,2,15,2,7,3,2
"1708",1,1,51,2,2,2,2,2,2,1,5,33,3,3,1,2
"1709",1,1,44,2,1,1,1,2,4,2,5,30,1,1,1,2
"1710",2,2,54,1,2,2,2,2,6,3,3,1,4,5,1,3
"1711",NA,NA,38,2,3,3,3,1,3,1,4,19,5,4,2,3
"1712",1,2,50,2,1,1,1,2,3,4,5,30,1,1,1,3
"1713",2,2,62,2,1,1,1,2,2,4,5,37,2,6,NA,3
"1714",1,1,24,2,4,4,4,2,4,2,2,15,2,7,1,2
"1715",1,1,66,1,1,1,1,2,4,1,1,23,1,2,1,1
"1716",1,1,21,2,4,4,4,2,3,1,5,37,1,1,5,1
"1717",2,1,34,2,1,1,1,2,3,4,2,15,2,7,4,3
"1718",2,2,53,2,1,1,1,2,3,1,2,15,2,7,4,3
"1719",1,3,31,2,3,3,3,1,2,1,4,19,3,4,2,3
"1720",3,3,35,2,3,3,3,1,1,1,4,19,3,3,1,1
"1721",2,2,45,2,1,1,1,2,4,2,2,54,4,5,4,1
"1722",2,1,20,2,2,2,2,2,2,1,4,19,1,1,1,1
"1723",1,1,54,1,4,4,4,2,3,3,3,41,3,3,1,1
"1724",2,2,56,2,1,1,1,2,3,1,5,30,2,6,NA,2
"1725",2,2,38,2,3,3,3,1,4,1,5,33,1,2,2,3
"1726",NA,NA,23,2,1,1,1,1,2,2,2,50,3,4,3,2
"1727",2,2,55,1,1,1,1,2,2,1,5,33,1,2,2,3
"1728",1,1,32,1,3,3,3,1,4,1,4,19,1,2,2,1
"1729",1,1,55,2,1,1,1,2,4,1,1,56,1,2,2,3
"1730",1,1,47,2,1,1,1,2,4,1,2,29,3,3,1,1
"1731",2,2,48,1,3,3,3,1,2,3,4,19,2,7,4,NA
"1732",1,2,39,2,1,1,1,2,4,1,3,7,1,1,1,1
"1733",2,1,53,1,3,3,3,1,4,2,4,19,3,4,2,2
"1734",2,2,69,1,3,3,3,1,4,4,5,37,2,7,3,2
"1735",NA,NA,38,2,1,1,1,2,5,3,1,42,2,6,1,1
"1736",2,2,63,1,3,3,3,1,5,1,4,19,3,4,4,1
"1737",2,2,20,2,3,3,3,1,2,1,2,10,2,7,2,1
"1738",1,2,40,1,7,4,5,2,3,1,5,37,4,4,1,1
"1739",1,2,39,1,4,4,4,2,6,3,2,34,1,2,1,3
"1740",3,2,61,2,2,2,2,2,3,2,4,19,1,2,1,3
"1741",1,2,33,2,3,3,3,1,3,3,5,37,1,1,3,2
"1742",1,2,47,2,6,4,5,2,3,2,4,19,4,4,4,3
"1743",1,1,57,1,4,4,4,2,5,3,3,7,1,1,1,1
"1744",1,2,62,1,1,1,1,2,4,1,2,4,1,1,1,1
"1745",3,2,18,2,1,1,1,2,2,4,2,34,1,2,2,2
"1746",NA,NA,28,2,1,1,1,2,2,1,2,54,5,8,5,3
"1747",2,2,61,1,1,1,1,1,3,2,4,19,2,7,2,2
"1748",1,3,40,2,3,3,3,1,2,1,5,37,1,1,1,2
"1749",2,2,47,1,1,1,1,2,2,1,1,42,1,1,1,1
"1750",3,3,58,2,1,1,1,2,4,1,2,29,2,6,2,2
"1751",2,3,31,1,3,3,3,1,2,1,4,19,1,2,1,1
"1752",1,2,73,2,1,1,1,2,4,2,2,4,1,1,1,1
"1753",2,NA,26,2,3,3,3,1,5,2,1,27,1,1,1,3
"1754",1,1,42,2,1,1,1,2,4,1,2,15,1,1,1,3
"1755",1,1,48,2,1,1,1,2,4,2,2,10,1,1,1,1
"1756",2,2,90,2,1,1,1,2,2,1,2,47,2,7,4,2
"1757",1,1,41,2,4,4,4,2,5,2,3,1,5,4,3,3
"1758",2,1,35,2,1,1,1,2,2,1,1,12,3,8,2,3
"1759",2,2,21,2,2,2,2,1,2,1,4,19,3,4,3,3
"1760",2,2,43,1,3,3,3,1,4,1,4,19,1,2,1,1
"1761",2,2,28,2,3,3,3,1,4,1,2,31,2,7,4,2
"1762",2,2,73,1,1,1,1,2,4,2,1,56,2,7,2,2
"1763",2,1,20,1,3,3,3,1,2,1,2,54,3,4,2,1
"1764",1,1,20,2,1,1,1,2,3,2,4,19,2,6,5,3
"1765",1,1,57,1,1,1,1,2,5,3,3,38,3,4,2,1
"1766",2,2,62,2,1,1,1,2,2,1,5,36,2,6,3,2
"1767",1,1,51,2,3,3,3,1,2,2,2,15,3,4,2,1
"1768",NA,NA,35,2,2,2,2,2,2,1,4,19,5,8,5,3
"1769",2,2,62,1,1,1,1,2,3,1,5,36,1,1,1,1
"1770",1,2,19,2,1,1,1,2,3,3,2,34,3,3,2,1
"1771",NA,NA,23,1,3,3,3,1,2,4,1,28,3,8,3,2
"1772",1,1,33,2,1,1,1,2,5,3,3,43,1,2,1,3
"1773",1,1,25,1,3,3,3,1,3,1,1,17,3,4,2,1
"1774",1,2,30,1,3,3,3,1,3,1,2,24,1,2,4,1
"1775",1,1,63,1,1,1,1,2,1,1,5,36,4,3,1,1
"1776",1,2,23,1,4,4,4,2,5,2,3,1,3,3,2,1
"1777",2,2,38,2,1,1,1,2,2,4,2,51,3,4,2,3
"1778",2,2,45,2,7,4,5,1,3,NA,3,7,1,2,1,3
"1779",2,2,19,2,3,3,3,1,3,2,2,10,2,7,2,3
"1780",1,1,39,2,1,1,1,2,3,1,5,36,1,2,3,1
"1781",2,2,29,2,1,1,1,2,5,2,5,30,1,1,1,3
"1782",2,2,62,2,1,1,1,2,3,1,5,36,2,7,3,3
"1783",1,2,18,1,3,3,3,1,2,4,2,39,1,1,1,1
"1784",NA,NA,20,1,4,4,4,2,2,1,1,27,3,4,2,2
"1785",2,2,19,2,1,1,1,2,3,4,2,39,5,8,5,3
"1786",2,2,67,1,1,1,1,2,3,2,1,56,3,4,4,2
"1787",1,1,43,1,3,3,3,1,4,2,4,19,3,3,2,1
"1788",1,1,68,2,1,1,1,2,3,1,2,31,1,1,1,1
"1789",NA,NA,57,2,5,4,5,1,1,1,1,35,5,4,2,3
"1790",1,1,40,2,1,1,1,2,5,3,4,19,3,4,2,2
"1791",1,1,31,1,3,3,3,1,2,1,5,36,3,3,1,3
"1792",1,1,38,2,4,4,4,2,4,1,4,19,1,1,1,1
"1793",2,2,62,2,1,1,1,2,2,3,2,15,2,7,4,3
"1794",2,2,20,1,4,4,4,2,3,2,5,37,2,7,1,2
"1795",NA,NA,22,1,3,3,3,1,2,1,2,39,3,3,1,2
"1796",2,2,59,2,1,1,1,2,4,2,2,18,3,5,3,3
"1797",2,1,74,2,1,1,1,2,4,1,3,7,1,1,1,2
"1798",1,1,54,1,4,4,4,2,5,2,2,34,3,4,1,3
"1799",1,1,56,1,1,1,1,2,3,3,3,1,1,1,1,1
"1800",1,1,22,1,1,1,1,2,5,2,4,19,1,1,1,1
"1801",1,1,68,1,4,4,4,2,5,3,3,41,1,1,1,1
"1802",2,2,50,1,1,1,1,2,4,4,2,34,2,6,4,3
"1803",1,2,37,2,1,1,1,2,3,1,5,36,1,1,1,1
"1804",2,2,71,2,3,3,3,1,2,2,5,33,2,7,3,2
"1805",NA,NA,36,2,1,1,1,2,5,3,5,13,2,6,2,1
"1806",2,1,65,2,4,4,4,2,5,2,4,19,1,2,2,1
"1807",1,1,32,2,1,1,1,2,5,3,3,7,1,1,5,1
"1808",3,3,38,1,1,1,1,2,2,1,1,40,5,4,2,3
"1809",1,1,71,2,2,2,2,2,2,1,4,19,1,1,1,3
"1810",1,NA,52,2,1,1,1,2,3,2,5,30,1,1,1,1
"1811",2,2,59,2,1,1,1,2,3,3,5,37,2,7,4,2
"1812",1,1,71,2,1,1,1,2,3,2,3,43,1,1,1,1
"1813",2,2,69,2,1,1,1,2,4,1,2,15,2,7,2,2
"1814",1,1,59,2,3,3,3,1,4,1,1,48,1,2,2,1
"1815",1,2,51,2,1,1,1,2,4,3,1,44,1,2,1,1
"1816",2,2,31,1,2,2,2,2,5,2,5,30,3,4,4,2
"1817",1,2,45,2,3,3,3,1,2,2,4,19,1,1,1,1
"1818",2,2,69,1,1,1,1,2,4,2,2,15,3,4,1,1
"1819",1,1,63,1,1,1,1,2,3,3,3,1,3,3,1,1
"1820",2,2,50,2,1,1,1,1,2,2,2,20,3,5,3,2
"1821",1,2,61,1,1,1,1,2,3,1,3,43,3,3,1,1
"1822",2,2,45,1,1,1,1,2,2,2,4,19,3,4,1,1
"1823",1,1,49,2,2,2,2,2,2,2,1,48,4,3,2,2
"1824",1,1,70,1,1,1,1,2,3,1,1,23,3,3,1,1
"1825",2,2,68,1,1,1,1,2,4,2,2,39,1,1,1,1
"1826",1,1,37,2,6,4,5,1,3,3,2,34,1,1,2,1
"1827",1,1,63,2,1,1,1,2,4,1,2,54,1,1,1,1
"1828",1,1,46,2,1,1,1,2,3,2,1,42,1,1,2,1
"1829",2,2,49,1,3,3,3,1,5,2,5,36,1,1,1,1
"1830",NA,NA,54,2,1,1,1,2,3,1,2,45,3,8,2,2
"1831",1,2,45,2,2,2,2,2,3,1,5,37,5,4,1,3
"1832",2,2,64,1,4,4,4,2,5,2,3,7,3,4,3,1
"1833",1,1,44,2,1,1,1,2,5,3,4,19,3,4,2,2
"1834",1,2,67,2,2,2,2,2,2,1,5,37,1,1,1,1
"1835",2,2,70,1,1,1,1,2,3,2,2,39,2,7,3,3
"1836",2,1,61,1,7,4,5,2,3,2,5,36,3,4,1,3
"1837",2,2,59,2,3,3,3,1,3,2,5,36,1,1,1,1
"1838",2,2,57,2,1,1,1,2,5,2,1,56,2,6,1,1
"1839",2,2,30,2,1,1,1,2,4,2,1,56,3,3,1,1
"1840",1,1,35,2,1,1,1,2,2,3,4,19,1,2,2,1
"1841",1,2,62,2,3,3,3,1,3,2,2,4,1,1,2,3
"1842",2,2,60,2,1,1,1,2,2,1,4,19,2,6,4,3
"1843",3,3,72,2,1,1,1,2,4,2,2,34,2,6,2,1
"1844",NA,NA,25,2,3,3,3,1,2,1,5,30,3,4,2,3
"1845",2,1,64,1,1,1,1,2,3,3,5,37,2,6,1,1
"1846",1,1,24,1,4,4,4,2,5,1,1,27,1,1,3,1
"1847",2,1,50,1,2,2,2,2,5,3,2,34,3,3,2,3
"1848",1,1,48,2,1,1,1,2,5,3,4,19,1,1,2,2
"1849",1,1,53,1,1,1,1,2,4,3,2,9,1,1,1,1
"1850",3,3,36,2,6,4,5,2,4,1,3,43,3,5,3,2
"1851",1,2,58,1,4,4,4,1,5,2,4,19,1,2,1,1
"1852",1,3,55,2,1,1,1,2,3,2,2,4,2,7,1,3
"1853",2,2,41,2,3,3,3,1,3,2,2,16,2,7,4,2
"1854",2,2,47,2,3,3,3,1,5,1,2,6,3,4,1,3
"1855",1,2,29,2,1,1,1,2,3,1,2,58,5,3,3,2
"1856",1,1,51,1,3,3,3,1,3,2,4,19,3,3,1,1
"1857",2,2,56,1,6,4,5,2,4,1,5,37,2,6,1,3
"1858",2,2,56,1,1,1,1,2,4,3,1,56,3,5,3,2
"1859",1,1,30,1,3,3,3,1,5,3,4,19,1,1,1,3
"1860",2,2,61,1,1,1,1,2,3,1,5,33,3,3,1,1
"1861",2,2,51,2,3,3,3,1,3,2,5,36,1,1,1,1
"1862",2,2,50,2,1,1,1,2,2,4,2,11,2,7,3,3
"1863",1,1,42,2,1,1,1,2,4,3,5,13,3,3,1,1
"1864",1,1,48,1,3,3,3,1,3,3,5,36,3,3,1,3
"1865",2,2,56,1,1,1,1,2,3,1,1,57,2,7,3,2
"1866",2,2,54,1,1,1,1,2,2,3,5,37,2,6,2,2
"1867",1,3,20,1,4,4,4,2,5,1,3,1,1,2,1,1
"1868",2,2,53,2,1,1,1,2,3,2,2,54,2,7,4,2
"1869",2,2,59,1,1,1,1,2,2,2,4,19,2,7,3,3
"1870",1,2,44,2,4,4,4,2,5,4,3,1,4,4,5,1
"1871",2,2,57,2,1,1,1,2,2,3,4,19,2,7,4,2
"1872",NA,NA,29,2,3,3,3,1,3,1,2,10,2,7,4,1
"1873",2,2,64,1,1,1,1,2,3,1,5,37,3,5,2,2
"1874",1,2,44,2,1,1,1,2,3,2,5,33,1,1,2,3
"1875",2,2,32,1,3,3,3,1,2,4,2,39,3,3,1,1
"1876",1,1,32,2,3,3,3,1,4,1,2,24,1,1,1,1
"1877",3,1,38,2,3,3,3,1,3,2,2,15,2,7,2,2
"1878",1,1,44,2,6,4,5,1,3,1,1,40,1,1,1,3
"1879",2,2,59,2,3,3,3,1,2,4,4,19,2,7,3,3
"1880",1,1,22,1,1,1,1,2,4,1,2,34,1,1,1,1
"1881",1,2,36,2,3,3,3,1,4,1,2,10,1,1,1,1
"1882",1,1,57,2,3,3,3,1,5,3,4,19,1,1,1,1
"1883",2,1,62,2,2,2,2,2,5,1,5,33,3,3,2,1
"1884",1,1,22,2,1,1,1,2,5,3,5,30,1,1,1,1
"1885",2,2,45,1,1,1,1,2,2,2,4,19,2,7,4,2
"1886",1,1,49,1,6,4,5,1,4,2,3,38,4,3,1,1
"1887",1,2,37,1,4,4,4,2,4,4,5,30,3,3,2,1
"1888",2,2,76,2,1,1,1,2,3,2,1,12,3,5,3,2
"1889",1,1,40,2,3,3,3,1,2,2,4,19,1,1,1,1
"1890",2,1,47,2,4,4,4,2,5,2,2,15,4,4,1,1
"1891",2,2,50,1,1,1,1,2,3,1,2,24,2,7,3,2
"1892",2,2,19,1,1,1,1,2,2,4,2,39,2,6,2,2
"1893",1,1,40,2,3,3,3,1,2,1,3,7,1,1,2,1
"1894",2,1,71,1,3,3,3,1,4,3,4,19,1,1,1,2
"1895",1,1,42,2,3,3,3,1,1,1,4,19,1,2,2,2
"1896",1,1,40,2,1,1,1,2,3,1,1,56,1,1,1,1
"1897",1,1,59,1,1,1,1,2,4,3,1,48,1,1,1,1
"1898",2,2,54,2,3,3,3,1,1,1,5,36,1,1,1,1
"1899",NA,NA,50,2,3,3,3,1,2,1,2,15,5,8,5,3
"1900",1,1,50,2,7,4,5,2,4,1,2,4,4,3,1,1
"1901",2,2,64,1,1,1,1,2,3,1,5,36,3,3,1,1
"1902",2,1,77,1,3,3,3,1,2,1,5,30,1,1,1,1
"1903",1,1,45,2,4,4,4,2,3,1,5,30,3,4,2,2
"1904",1,1,30,1,2,2,2,2,2,3,3,38,1,2,1,1
"1905",NA,NA,55,2,6,4,5,2,2,1,1,48,1,2,2,3
"1906",1,1,42,1,2,2,2,2,4,2,5,36,1,2,2,3
"1907",1,1,81,2,1,1,1,2,4,1,1,49,1,1,1,1
"1908",1,1,79,1,2,2,2,2,3,2,5,37,1,1,1,2
"1909",2,2,51,2,7,4,5,2,1,1,3,7,2,6,4,3
"1910",3,2,57,1,3,3,3,1,3,2,2,10,2,7,2,2
"1911",1,1,37,2,1,1,1,2,5,3,3,1,3,5,1,1
"1912",2,2,27,2,1,1,1,2,2,1,1,27,4,4,4,3
"1913",1,2,34,2,1,1,1,2,2,2,2,34,3,4,4,2
"1914",2,NA,69,2,1,1,1,2,3,4,1,49,1,1,1,1
"1915",1,1,18,1,3,3,3,1,2,2,5,36,3,3,2,1
"1916",2,2,46,1,1,1,1,1,1,3,1,56,3,4,4,1
"1917",1,1,56,1,3,3,3,1,2,1,2,50,1,2,1,1
"1918",1,1,20,2,6,4,5,2,3,1,1,48,1,1,5,2
"1919",3,3,71,1,2,2,2,2,3,1,1,48,1,2,2,1
"1920",2,2,22,1,1,1,1,2,5,1,2,4,2,6,3,2
"1921",1,1,47,2,2,2,2,1,4,1,4,19,1,1,1,2
"1922",NA,NA,21,1,3,3,3,1,2,1,4,19,1,2,2,1
"1923",NA,NA,55,2,1,1,1,2,3,1,2,55,5,4,2,3
"1924",1,2,22,2,4,4,4,2,5,1,2,34,3,3,1,1
"1925",2,2,37,1,1,1,1,2,3,2,2,15,2,7,3,2
"1926",1,1,67,1,3,3,3,1,3,2,5,33,1,1,1,1
"1927",1,1,57,1,3,3,3,1,4,1,2,34,1,1,1,3
"1928",2,2,36,2,3,3,3,1,2,1,1,48,3,4,3,1
"1929",2,2,55,1,1,1,1,2,1,2,2,39,1,1,1,1
"1930",2,1,60,2,1,1,1,2,5,2,3,38,1,1,1,1
"1931",2,2,37,2,1,1,1,2,3,2,2,34,3,5,3,2
"1932",1,2,55,2,1,1,1,2,3,2,3,43,3,3,1,1
"1933",2,2,35,1,1,1,1,2,3,1,3,43,3,4,4,3
"1934",1,3,60,2,3,3,3,1,5,3,3,43,1,1,1,1
"1935",2,1,85,2,1,1,1,1,2,1,2,34,2,7,1,3
"1936",3,1,21,2,3,3,3,1,2,1,5,36,1,1,1,1
"1937",1,1,33,1,2,2,2,2,2,1,4,19,1,1,1,1
"1938",2,2,45,1,1,1,1,2,4,2,5,30,2,7,1,3
"1939",1,1,52,2,3,3,3,1,4,2,2,34,1,1,1,1
"1940",1,1,48,1,1,1,1,2,3,3,4,19,4,3,1,3
"1941",1,1,20,2,7,4,5,2,3,1,2,54,5,8,1,2
"1942",1,1,53,2,3,3,3,1,3,1,2,15,1,1,1,2
"1943",1,1,21,2,1,1,1,1,2,1,2,54,1,1,1,2
"1944",1,2,23,1,3,3,3,1,5,3,1,56,3,4,1,3
"1945",NA,NA,59,2,4,4,4,2,3,1,4,19,5,4,3,3
"1946",2,2,73,2,1,1,1,2,3,1,2,9,3,4,1,1
"1947",3,3,56,1,3,3,3,1,1,1,4,19,2,7,4,2
"1948",1,1,65,2,1,1,1,2,2,1,3,41,1,2,2,3
"1949",1,2,22,2,1,1,1,2,3,4,4,19,1,1,1,1
"1950",3,1,55,1,2,2,2,2,3,1,5,37,1,1,1,1
